file_name	gene_id
CADM1.3326.58.2.tsv	ENSG00000182985
CADM3.3630.27.4.tsv	ENSG00000162706
CADM4.8619.12.3.tsv	ENSG00000105767
CALB1.9918.23.3.tsv	ENSG00000104327
CALCA.10494.48.3.tsv	ENSG00000110680
CALCOCO2.12534.10.3.tsv	ENSG00000136436
CALN1.10933.107.3.tsv	ENSG00000183166
CALR.5264.65.3.tsv	ENSG00000179218
CALY.10671.67.3.tsv	ENSG00000130643
CAMK1.3592.4.3.tsv	ENSG00000134072
CAMK1D.3418.12.2.tsv	ENSG00000183049
CAMK2A.3350.53.2.tsv	ENSG00000070808
CAMK2B.3351.1.1.tsv	ENSG00000058404
CAMKK1.3877.67.2.tsv	ENSG00000004660
CAND1.13937.75.3.tsv	ENSG00000111530
CANT1.6480.1.3.tsv	ENSG00000171302
CANX.8834.58.3.tsv	ENSG00000127022
CAPN2.14684.17.3.tsv	ENSG00000162909
CAPN3.12385.4.3.tsv	ENSG00000092529
CAPSL.13688.2.3.tsv	ENSG00000152611
CARHSP1.12808.103.3.tsv	ENSG00000153048
CARS.14098.28.3.tsv	ENSG00000110619
CARTPT.5743.82.3.tsv	ENSG00000164326
CASC4.10613.33.3.tsv	ENSG00000166734
CASC4.8838.10.3.tsv	ENSG00000166734
CASP10.5340.24.3.tsv	ENSG00000003400
CASP2.4904.7.1.tsv	ENSG00000106144
CASP3.3593.72.3.tsv	ENSG00000164305
CASS4.12855.16.3.tsv	ENSG00000087589
CAST.3026.5.2.tsv	ENSG00000153113
CAT.3488.64.2.tsv	ENSG00000121691
CAV2.9457.3.3.tsv	ENSG00000105971
CBFB.10048.7.3.tsv	ENSG00000067955
CBL.12016.60.3.tsv	ENSG00000110395
CBLN1.9313.27.3.tsv	ENSG00000102924
CBLN4.5688.65.3.tsv	ENSG00000054803
CBR1.12381.26.3.tsv	ENSG00000159228
CBR3.14091.42.3.tsv	ENSG00000159231
CBS.10086.39.3.tsv	ENSG00000160200
CBX5.4540.11.2.tsv	ENSG00000094916
CBX7.13027.20.3.tsv	ENSG00000100307
CCBL2.12682.5.3.tsv	ENSG00000137944
CCDC101.12788.6.3.tsv	ENSG00000176476
CCDC126.6388.21.3.tsv	ENSG00000169193
CCDC134.5587.3.3.tsv	ENSG00000100147
CCDC167.7797.11.3.tsv	ENSG00000198937
CCDC51.12790.10.3.tsv	ENSG00000164051
CCDC80.3234.23.2.tsv	ENSG00000091986
CCDC90B.7792.58.3.tsv	ENSG00000137500
CCL1.13687.5.3.tsv	ENSG00000108702
CCL1.2770.51.2.tsv	ENSG00000108702
CCL11.5301.7.3.tsv	ENSG00000172156
CCL13.4144.13.1.tsv	ENSG00000181374
CCL14.2900.53.3.tsv	ENSG00000276409
CCL15.14109.15.3.tsv	ENSG00000275718
CCL15.3509.1.1.tsv	ENSG00000275718
